0	0	0.01	2277272.993		0
0	0	0.03	233744.2171		0
0	0	0.05	114543.1186		0
0	0	0.07	60606.71364		0
0	0	0.09	41044.13661		0
0	0	0.11	26280.52588		0
0	0	0.13	18458.56513		0
0	0	0.15	11469.25123		0
0	0	0.17	5242.10484		0
0	0	0.19	3958.206219		0
0	0	0.21	3566.283166		0
0	0	0.23	3314.721166		0
0	0	0.25	2806.754699		0
0	0	0.27	2124.415986		0
0	0	0.29	1501.368437		0
0	0	0.31	1007.939378		0
0	0	0.33	1010.708982		0
0	0	0.35	751.9808917		0
0	0	0.37	739.6030379		0
0	0	0.39	647.2380376		0
0	0	0.41	613.257252		0
0	0	0.43	573.5269492		0
0	0	0.45	385.3239852		0
0	0	0.47	453.1780969		0
0	0	0.49	330.2131015		0
0	0	0.51	384.5946763		0
0	0	0.53	373.9340438		0
0	0	0.55	244.5584989		0
0	0	0.57	232.9547486		0
0	0	0.59	179.1922259		0
0	0	0.61	165.3507341		0
0	0	0.63	160.0672255		0
0	0	0.65	185.6265306		0
0	0	0.67	191.9716281		0
0	0	0.69	289.1967716		0
0	0	0.71	410.1427411		0
0	0	0.73	475.1292006		0
0	0	0.75	579.8522185		0
0	0	0.77	623.953203		0
0	0	0.79	568.134023		0
0	0	0.81	531.8536463		0
0	0	0.83	405.0204755		0
0	0	0.85	487.0683374		0
0	0	0.87	1110.047599		0
0	0	0.89	2397.03857		0
0	0	0.91	6656.039017		0
0	0	0.93	10425.41199		0
0	0	0.95	15539.82199		0
0	0	0.97	21824.57683		0
0	0	0.99	42066.47946		0
0	0	1.01	38258.4841		0
0	0	1.03	21929.21525		0
0	0	1.05	16134.51192		0
0	0	1.07	16629.24368		0
0	0	1.09	14429.67005		0
0	0	1.11	9511.750567		0
0	0	1.13	8248.310548		0
0	0	1.15	6498.059044		0
0	0	1.17	3706.281283		0
0	0	1.19	1781.34063		0
0	0	1.21	1500.483294		0
0	0	1.23	899.9499375		0
0	0	1.25	560.8980895		0
0	0	1.27	372.1756428		0
0	0	1.29	246.2383818		0
0	0	1.31	117.5469621		0
0	0	1.33	77.34162012		0
0	0	1.35	52.01510922		0
0	0	1.37	48.62589382		0
0	0	1.39	44.97896314		0
0	0	1.41	25.2469901		0
0	0	1.43	11.69433284		0
0	0	1.45	6.408370651		0
0	0	1.47	13.18456057		0
0	0	1.49	32.30171343		0
0	0	1.51	29.40544128		0
0	0	1.53	26.69060236		0
0	0	1.55	41.32019962		0
0	0	1.57	80.5325096		0
0	0	1.59	131.4538284		0
0	0	1.61	170.019713		0
0	0	1.63	195.946131		0
0	0	1.65	197.6573914		0
0	0	1.67	257.4916087		0
0	0	1.69	183.7438226		0
0	0	1.71	156.1766553		0
0	0	1.73	126.9282025		0
0	0	1.75	402.2257477		0
0	0	1.77	1154.295035		0
0	0	1.79	2137.058617		0
0	0	1.81	3138.04713		0
0	0	1.83	3991.845513		0
0	0	1.85	4966.945952		0
0	0	1.87	7093.33285		0
0	0	1.89	4735.583325		0
0	0	1.91	4761.126606		0
0	0	1.93	11580.26087		0
0	0	1.95	37679.05613		0
0	0	1.97	130322.2782		0
0	0	1.99	1.00E+06		0
0	0	2.01	564665.0691		0
0	0	2.03	84835.37433		0
0	0	2.05	78096.60401		0
0	0	2.07	68790.42923		0
0	0	2.09	80927.54511		0
0	0	2.11	64224.7581		0
0	0	2.13	53640.30232		0
0	0	2.15	43514.3151		0
0	0	2.17	29839.28186		0
0	0	2.19	16442.46322		0
0	0	2.21	17300.41755		0
0	0	2.23	8780.6476		0
0	0	2.25	6413.45911		0
0	0	2.27	4072.08783		0
0	0	2.29	3224.325303		0
0	0	2.31	2367.687648		0
0	0	2.33	2169.246686		0
0	0	2.35	1652.588419		0
0	0	2.37	1239.861088		0
0	0	2.39	897.1774098		0
0	0	2.41	678.0516901		0
0	0	2.43	553.1660294		0
0	0	2.45	386.0379013		0
0	0	2.47	263.3211034		0
0	0	2.49	236.7428256		0
0	0	2.51	208.5506685		0
0	0	2.53	285.2523162		0
0	0	2.55	219.082414		0
0	0	2.57	136.1322649		0
0	0	2.59	116.3779382		0
0	0	2.61	121.7396894		0
0	0	2.63	197.2660745		0
0	0	2.65	159.7462661		0
0	0	2.67	71.73588578		0
0	0	2.69	24.11014923		0
0	0	2.71	47.39618622		0
0	0	2.73	132.7264033		0
0	0	2.75	191.6095464		0
0	0	2.77	373.9154021		0
0	0	2.79	828.059562		0
0	0	2.81	1082.457892		0
0	0	2.83	1157.87915		0
0	0	2.85	1385.798378		0
0	0	2.87	778.2469461		0
0	0	2.89	402.8576033		0
0	0	2.91	365.52756		0
